4,1565686465,Mon Apr 20 07:19:54 PDT 2009,NO_QUERY,billpalmer,"@dotboom for the record, I don't handle the Twitter app reviews for @iProng Magazine - got staff for that "
4,1834243629,Mon May 18 02:10:58 PDT 2009,NO_QUERY,Marissa_24,"@heidimontag NY is great.  I live in NY! haha, random..but true!"
0,2251734364,Sat Jun 20 04:25:19 PDT 2009,NO_QUERY,victoriashannon,portobello road and wimbledon for a bbq 
0,1998726943,Mon Jun 01 19:01:35 PDT 2009,NO_QUERY,babygurltl,"Ok so, the paramedics just came to my house, our friend was having trouble breathing, but hes all good now, and i cannot stand needles... "
0,2296487351,Tue Jun 23 09:14:42 PDT 2009,NO_QUERY,sareburnett,"i'm sick as a dog today, man. "
4,1677132822,Sat May 02 00:36:06 PDT 2009,NO_QUERY,Shaniixskeleton,@thisisryanross http://twitpic.com/4e48i sketch from 2007 of you 
0,2064479538,Sun Jun 07 06:22:54 PDT 2009,NO_QUERY,MRAscan,seriously though ik bevries 
0,2060809182,Sat Jun 06 19:37:10 PDT 2009,NO_QUERY,seneca,@AlaskaCook Hey there! I kiiiiinda hate you right now. I got to sit in an office for 14 hours. Wheeee! 
0,2260184514,Sat Jun 20 18:48:30 PDT 2009,NO_QUERY,kcomforte,last night out in chicago 
0,2297738052,Tue Jun 23 10:48:45 PDT 2009,NO_QUERY,charlyblue,wants to know why every time I'm home alone with the kids that the power goes out and I have to journey to the creepy dark basement. 
4,1694475729,Mon May 04 02:48:00 PDT 2009,NO_QUERY,stevebomford,@ComedyQueen Well.... you're not called comedyqueen for nowt - are you lol 
0,2262471458,Sat Jun 20 22:34:38 PDT 2009,NO_QUERY,DeannaStacey,work soo  finishing at 9pm
0,1932875263,Tue May 26 22:25:40 PDT 2009,NO_QUERY,cstatus,@DitiSays   lol hey @ErOneH8zDerek im just up doing this design
0,2048937227,Fri Jun 05 16:01:23 PDT 2009,NO_QUERY,Nutcase93,omg katie n peter stateside is shit 
0,1997178105,Mon Jun 01 16:23:30 PDT 2009,NO_QUERY,simandsim,@The_E_HD Alan Wake and &quot;sky thing&quot; can run on an ion based PC... Gears II can't though 
0,2070436739,Sun Jun 07 17:41:30 PDT 2009,NO_QUERY,hbrandi71,My friend moving to France is becoming too REAL !!!  
0,2071905891,Sun Jun 07 20:06:10 PDT 2009,NO_QUERY,angelaschillaci,Worried about my aunt... 
0,1967837328,Fri May 29 20:17:59 PDT 2009,NO_QUERY,MelisaMCRmy,Annoyed that I can't seem to draw anymore 
0,1558618989,Sun Apr 19 08:55:10 PDT 2009,NO_QUERY,batxcore,editing pictures. i wish these turned about a bit better  the stage was SO tall last night.
0,2205584607,Wed Jun 17 05:02:56 PDT 2009,NO_QUERY,tadaa_ishness,Gah. Where's Aimee? Aimee Cando.  You're missing. :O
0,1981386075,Sun May 31 09:02:35 PDT 2009,NO_QUERY,JessylovesJB,"airport today, grandma leaves for Portugall "
0,2058410264,Sat Jun 06 14:53:14 PDT 2009,NO_QUERY,letsgetsmiling,"Biffy are playing a Scottish gig and I can't go   I guess I am going to Download but I miss Biffy, its been too long since I've seen them!"
0,2051023461,Fri Jun 05 19:43:20 PDT 2009,NO_QUERY,LisaMari3,No he punched me! 
0,2054313694,Sat Jun 06 07:04:28 PDT 2009,NO_QUERY,roxyhumz1,12 hours of sleep and I am still dragging myself out of bed. Pooped. 
0,2178335811,Mon Jun 15 07:33:02 PDT 2009,NO_QUERY,barrie,@WillMyDogHateMe ace=chem restraint that does NOT alleviate the fear at all just prevents dog from reacting 
0,1828079559,Sun May 17 12:02:44 PDT 2009,NO_QUERY,Rainuryn,drag to carry on.deaf.mute.blind.pretender.im not.wish i am.happier person i'll be.ignorant is a bliss  - http://tweet.sg
0,2255449680,Sat Jun 20 11:16:47 PDT 2009,NO_QUERY,sinc44,it began to rain  *Tw*
0,1967884496,Fri May 29 20:23:10 PDT 2009,NO_QUERY,marleefaye,@lindersarah talk about it i left me purse :s and so we had to drive all the way back and ya i still dnt have it :s 
4,1687434317,Sun May 03 08:41:16 PDT 2009,NO_QUERY,ProfJonathan,@SSharon27 Should I set a notification so I get an SMS if you tweet? 
4,1556590085,Sat Apr 18 23:27:49 PDT 2009,NO_QUERY,flaviacarter,@nick_carter http://twitpic.com/3kp8y - and you can ignore the twice reply  LOL
4,1558191076,Sun Apr 19 07:34:45 PDT 2009,NO_QUERY,mike_wesely,@drjoesDIYhealth  sure  
0,1553954631,Sat Apr 18 15:40:08 PDT 2009,NO_QUERY,chyeahitsalicia,@lukalvsemwet ew you're working? that's no fun  ill be back posting tomorrow! *hug*
0,2299949720,Tue Jun 23 13:32:47 PDT 2009,NO_QUERY,ccournoyea,I hurt my ankle as I was leaving the house. It didn't hurt so much then as it is starting to hurt now.  
4,1833627011,Sun May 17 23:54:36 PDT 2009,NO_QUERY,Brenna_Bee,off home no where i shall go straight bak to bed  i feel icky 
4,1557681514,Sun Apr 19 05:29:12 PDT 2009,NO_QUERY,celtstian,Is looking forward to most likely having a near heart attack later watching the United game. Le'ts beat the scousers 
0,1468441133,Tue Apr 07 01:41:17 PDT 2009,NO_QUERY,NDubzlover19,@ShystieUK wish me luck gotta go london ging great olmand street for a appointment really scared  xxxx
0,2191516734,Tue Jun 16 05:26:24 PDT 2009,NO_QUERY,orphanth,@amandaAUDITION awe mama was my favorite  did he get caught like eating munchkins on the job
0,2185333726,Mon Jun 15 17:13:33 PDT 2009,NO_QUERY,Killer_Kid,Ditched school again. Im not liking it one bit. 
4,1752287863,Sat May 09 21:31:12 PDT 2009,NO_QUERY,DanaGoetz,"@ArnaudJacobs  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help? "
0,1962778963,Fri May 29 11:38:56 PDT 2009,NO_QUERY,johnhummel,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #'s work. 
0,1994337189,Mon Jun 01 11:46:48 PDT 2009,NO_QUERY,queen2blovd,"@KennethLee I hear that....well keep me posted brotha, you two (T) be gettin it in and leaving my young azz out "
0,1880870954,Fri May 22 02:47:58 PDT 2009,NO_QUERY,ailishx14,"okay, officially bored of geography...&amp; i still have so much more to revise!!  x"
4,1825142734,Sun May 17 04:31:56 PDT 2009,NO_QUERY,RosieShort,@tommcfly looking forward to hearing you on radio 1 later 
4,1834597741,Mon May 18 03:32:26 PDT 2009,NO_QUERY,actionlamb,just heard another funny - &quot;... is about as much use as a catflap in a submarine&quot; 
0,2328142758,Thu Jun 25 09:13:14 PDT 2009,NO_QUERY,mandyyLe,"has been eating all day, gosh my stomach hurts    can't wait for singapore this summer... ANYONE wants any presents? :d"
0,1557146286,Sun Apr 19 02:16:41 PDT 2009,NO_QUERY,SmartGuyDdorf,unfortunately i have to do some work now 
0,1834697982,Mon May 18 03:54:14 PDT 2009,NO_QUERY,alimahshae,Boarding my flight in Illinois! Bye bye Chicago  
0,2050236207,Fri Jun 05 18:18:38 PDT 2009,NO_QUERY,CandiceThompson,"Nurse Candice for the day, Lance got all 4 wisdom teeth taken out "
4,1932955378,Tue May 26 22:37:30 PDT 2009,NO_QUERY,jstlikedori,@thethirdruben lol well I just downloaded twitterberry so there goes my life 
0,1693714763,Sun May 03 23:30:35 PDT 2009,NO_QUERY,MSzLiiSA,most definite definitely- gotta get stuck into studying simultaneous equations and consumer arithmetic for maths test tomorrow 
0,2216011954,Wed Jun 17 18:55:23 PDT 2009,NO_QUERY,artgecko,"@mlbarnes2009  I just took some tylenol, hope your head feels better!"
4,1834481246,Mon May 18 03:06:05 PDT 2009,NO_QUERY,Kathleen_D,@jaybeean i am actually. 400 and something words! just need to get the creative juices flowing and drain out the pulp 
0,1693696135,Sun May 03 23:26:29 PDT 2009,NO_QUERY,Lannybanana,doing history internal 
0,1985136634,Sun May 31 16:30:23 PDT 2009,NO_QUERY,Aliezah,"From where I'm sitting, this place is starting to look like hell. Who else is in Cahuenga? "
0,1469495744,Tue Apr 07 06:33:24 PDT 2009,NO_QUERY,MzBe,Not having a good day thus far 
0,1964365817,Fri May 29 14:07:19 PDT 2009,NO_QUERY,JulesIsland,@JDuckworth I'm so jealous! Wish I could join u. It's so cold in LA right now. 
0,1823761967,Sat May 16 22:54:25 PDT 2009,NO_QUERY,Zari18,Didn't make it in time to see angels in demons 
0,2063928990,Sun Jun 07 04:37:11 PDT 2009,NO_QUERY,Kik_me,"Dam photos .. missing the good old days, why cant it be like that now "
0,1996726037,Mon Jun 01 15:34:53 PDT 2009,NO_QUERY,smueller94,.. when i need her and when i'm feeling low  i miss u so fucking much babe  @ MarshMash
0,1974918471,Sat May 30 14:04:36 PDT 2009,NO_QUERY,NoteRobot,(@geeklimit) Note to self: Make sure tomato and mozzarella sandwich was refrigerated before eating it a day later.  
0,1975942760,Sat May 30 16:14:21 PDT 2009,NO_QUERY,ashleybukowski,Hoping my baby comes home soon 
0,2288161184,Mon Jun 22 18:48:01 PDT 2009,NO_QUERY,IchibanCrush,doesn't love his fiance enough. 
0,2244135922,Fri Jun 19 14:20:58 PDT 2009,NO_QUERY,heathenshearth,"@barbaralous I have some made up so it will ship first thing Monday, if you do...I hope you feel better, either way, babe  - M"
4,1752798860,Sat May 09 23:01:44 PDT 2009,NO_QUERY,wiremanart,"@alitherunner haha, sorry, it's past my bedtime "
0,2287001851,Mon Jun 22 17:13:01 PDT 2009,NO_QUERY,twitch9025,"...present, but it's only a b&amp;w printer.  Now he's really sad because he thinks he screwed up.  It's really sad!!!"
0,2246652742,Fri Jun 19 17:55:27 PDT 2009,NO_QUERY,JadeArrell,feeel sooo lonely only 9 followers 
0,2261928555,Sat Jun 20 21:35:18 PDT 2009,NO_QUERY,rana__xx,sometimes i want to delete those americans on myspace who have met the maine a zillion times 
0,2208533706,Wed Jun 17 09:19:01 PDT 2009,NO_QUERY,Valkyrieslife,YES~!!! I pass I pass~!!! but no flying colors... expected 
0,2046023136,Fri Jun 05 11:34:54 PDT 2009,NO_QUERY,Sunday,"@Hollowbabes Yes, but a Tory alternative won't be any better. "
0,1962890182,Fri May 29 11:52:15 PDT 2009,NO_QUERY,ericbutcher,I'm crossing my fingers and hoping that this copy of Sims 2 works...last copy totally bit it hard. 
4,1687403711,Sun May 03 08:36:23 PDT 2009,NO_QUERY,quietlyscheming,I don't care what n e 1 says Will Smith rocked back n the day.  
0,2288621226,Mon Jun 22 19:24:03 PDT 2009,NO_QUERY,maialovesarchie,"Too much homewooork!  I don`t wanna doooo theeeem! ( Somebody help meee! ( @DavidArchie, do my homework for me! lol kidding! )))))))"
4,1556724195,Sun Apr 19 00:02:53 PDT 2009,NO_QUERY,demonbane,@eddorre The night out was on the bad side of town no doubt. 
0,1977739221,Sat May 30 21:36:06 PDT 2009,NO_QUERY,kellygirl27,I was so looking forward to this weekend and so far all it's been is a bunch of cancelled plans 
0,2054020157,Sat Jun 06 06:20:57 PDT 2009,NO_QUERY,ChrisandCal,Weather is soooo horrible here what to do with the kids? 
0,2252750556,Sat Jun 20 06:55:31 PDT 2009,NO_QUERY,Cynn5435,"@itsmeleighton  perez Hilton put somethings up about u, all Ur fans r behind u 100% still say it ain't soooo..."
0,1976854596,Sat May 30 19:18:39 PDT 2009,NO_QUERY,Xx_Kevin_xX,"Why did i finish reading Twilight, now what am I gonna read on the plane. "
